ID,NB_SPC,HYP_v0,LOP_v0,HOD_v0,AL_v0,OL_v0,SF_v0,OT_v0,CM_v0,OO_v0,ETH_v0,LOPT_v0,HYP_v1,AL_v1,AL2_v1,OL_v1,SF_v1,OT_v1,OO_v1,BU_v1
enabled_col,F,F,F,F,F,F,F,F,F,F,F,F,T,T,T,T,T,T,T,T
166387,9,1.111,0.444,1.000,0.222,0.222,0.111,0.000,0.000,0.000,0.111,0.000,1.111,0.111,0.222,0.222,0.111,0.000,0.000,0.667
166388,9,1.111,0.667,1.000,0.222,0.333,0.111,0.000,0.000,0.000,0.111,0.000,1.111,0.111,0.222,0.222,0.111,0.000,0.000,0.667
166389,9,1.111,0.667,1.000,0.222,0.333,0.111,0.000,0.000,0.000,0.111,0.000,1.111,0.111,0.222,0.222,0.111,0.000,0.000,0.667
166390,11,1.273,0.909,1.000,0.364,0.455,0.091,0.000,0.000,0.091,0.091,0.000,1.273,0.182,0.455,0.364,0.091,0.000,0.182,0.455
166391,10,1.300,1.000,1.000,0.400,0.500,0.100,0.000,0.000,0.100,0.100,0.000,1.300,0.200,0.500,0.400,0.100,0.000,0.200,0.400
166392,10,1.300,1.000,1.000,0.400,0.500,0.100,0.000,0.000,0.100,0.100,0.000,1.300,0.200,0.500,0.400,0.100,0.000,0.200,0.400
166393,8,1.375,1.000,1.000,0.250,0.500,0.125,0.000,0.000,0.125,0.125,0.000,1.375,0.125,0.375,0.375,0.125,0.000,0.250,0.500
166394,8,1.375,1.000,1.000,0.250,0.500,0.125,0.000,0.000,0.125,0.125,0.000,1.375,0.125,0.375,0.375,0.125,0.000,0.250,0.500
166395,8,1.375,1.000,1.000,0.250,0.500,0.125,0.000,0.000,0.125,0.125,0.000,1.375,0.125,0.375,0.375,0.125,0.000,0.250,0.500
166396,5,1.200,0.800,1.000,0.200,0.400,0.200,0.000,0.000,0.000,0.200,0.000,1.200,0.000,0.200,0.400,0.200,0.000,0.200,0.600
166397,6,1.500,1.000,1.000,0.167,0.500,0.167,0.000,0.000,0.167,0.167,0.000,1.500,0.000,0.333,0.500,0.167,0.000,0.333,0.500
166398,5,1.600,1.200,1.000,0.200,0.600,0.200,0.000,0.000,0.200,0.200,0.000,1.600,0.000,0.400,0.600,0.200,0.000,0.400,0.400
166399,5,1.600,1.200,1.000,0.200,0.600,0.200,0.000,0.000,0.200,0.200,0.000,1.600,0.000,0.400,0.600,0.200,0.000,0.400,0.400
166400,5,1.600,1.200,1.000,0.200,0.600,0.200,0.000,0.000,0.200,0.200,0.000,1.600,0.000,0.400,0.600,0.200,0.000,0.400,0.400
166401,4,1.250,1.000,1.000,0.250,0.500,0.250,0.000,0.000,0.000,0.250,0.000,1.250,0.000,0.250,0.500,0.250,0.000,0.250,0.500
166402,4,1.250,1.000,1.000,0.250,0.500,0.250,0.000,0.000,0.000,0.250,0.000,1.250,0.000,0.250,0.500,0.250,0.000,0.250,0.500
166403,4,1.250,1.000,1.000,0.250,0.500,0.250,0.000,0.000,0.000,0.250,0.000,1.250,0.000,0.250,0.500,0.250,0.000,0.250,0.500
167057,5,2.200,1.200,1.000,0.000,0.600,0.200,0.000,0.000,0.400,0.200,0.000,2.000,0.200,0.400,0.400,0.200,0.000,0.200,0.400
167058,6,2.167,1.333,1.000,0.000,0.667,0.333,0.000,0.000,0.333,0.167,0.000,2.000,0.167,0.333,0.500,0.333,0.000,0.167,0.333
167059,7,2.286,1.429,1.000,0.000,0.714,0.429,0.000,0.000,0.286,0.143,0.000,2.143,0.143,0.286,0.571,0.429,0.000,0.143,0.286
167060,8,2.250,1.500,1.000,0.000,0.750,0.500,0.000,0.000,0.250,0.125,0.000,2.125,0.125,0.250,0.625,0.500,0.000,0.125,0.250
167061,7,1.857,1.143,1.000,0.000,0.571,0.429,0.000,0.000,0.143,0.143,0.000,1.714,0.143,0.143,0.429,0.429,0.000,0.000,0.429
167062,7,1.857,1.143,1.000,0.000,0.571,0.429,0.000,0.000,0.143,0.143,0.000,1.714,0.143,0.143,0.429,0.429,0.000,0.000,0.429
167064,7,1.857,1.143,1.000,0.000,0.571,0.571,0.000,0.000,0.000,0.143,0.000,1.714,0.000,0.000,0.571,0.571,0.000,0.000,0.429
167065,8,2.000,1.250,1.000,0.000,0.625,0.500,0.000,0.000,0.125,0.125,0.000,1.875,0.125,0.125,0.500,0.500,0.000,0.000,0.375
167066,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167067,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167068,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167069,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167070,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167071,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167072,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167073,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167074,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167075,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167076,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167077,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167078,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167079,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167080,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167081,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167082,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167083,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167084,7,1.857,1.143,1.000,0.000,0.571,0.571,0.000,0.000,0.000,0.143,0.000,1.714,0.000,0.000,0.571,0.571,0.000,0.000,0.429
167085,7,1.857,1.143,1.000,0.000,0.571,0.571,0.000,0.000,0.000,0.143,0.000,1.714,0.000,0.000,0.571,0.571,0.000,0.000,0.429
167086,7,1.857,1.143,1.000,0.000,0.571,0.571,0.000,0.000,0.000,0.143,0.000,1.714,0.000,0.000,0.571,0.571,0.000,0.000,0.429
167087,7,1.857,1.143,1.000,0.000,0.571,0.571,0.000,0.000,0.000,0.143,0.000,1.714,0.000,0.000,0.571,0.571,0.000,0.000,0.429
167088,7,1.857,1.143,1.000,0.000,0.571,0.571,0.000,0.000,0.000,0.143,0.000,1.714,0.000,0.000,0.571,0.571,0.000,0.000,0.429
167089,7,1.857,1.143,1.000,0.000,0.571,0.571,0.000,0.000,0.000,0.143,0.000,1.714,0.000,0.000,0.571,0.571,0.000,0.000,0.429
167090,7,1.857,1.143,1.000,0.000,0.571,0.571,0.000,0.000,0.000,0.143,0.000,1.714,0.000,0.000,0.571,0.571,0.000,0.000,0.429
167091,7,1.857,1.143,1.000,0.000,0.571,0.571,0.000,0.000,0.000,0.143,0.000,1.714,0.000,0.000,0.571,0.571,0.000,0.000,0.429
167092,8,2.000,1.000,1.250,0.000,0.625,0.500,0.125,0.125,0.000,0.125,0.375,1.875,0.000,0.000,0.625,0.500,0.125,0.000,0.375
167093,6,1.667,1.000,1.000,0.000,0.500,0.500,0.000,0.000,0.000,0.167,0.000,1.667,0.000,0.000,0.500,0.500,0.000,0.000,0.500
167094,5,1.400,0.800,1.000,0.000,0.400,0.400,0.000,0.000,0.000,0.200,0.000,1.400,0.000,0.000,0.400,0.400,0.000,0.000,0.600
167097,5,1.400,0.800,1.000,0.000,0.400,0.400,0.000,0.000,0.000,0.200,0.000,1.400,0.000,0.000,0.400,0.400,0.000,0.000,0.600
167104,8,1.375,0.500,1.000,0.250,0.250,0.125,0.000,0.000,0.125,0.125,0.000,1.375,0.250,0.375,0.250,0.125,0.000,0.125,0.500
167105,8,1.375,0.500,1.000,0.250,0.250,0.125,0.000,0.000,0.125,0.125,0.000,1.375,0.250,0.375,0.250,0.125,0.000,0.125,0.500
167106,8,1.625,0.750,1.000,0.125,0.375,0.125,0.000,0.000,0.250,0.125,0.000,1.625,0.125,0.375,0.375,0.125,0.000,0.250,0.500
167107,8,1.625,0.750,1.000,0.125,0.375,0.125,0.000,0.000,0.250,0.125,0.000,1.625,0.125,0.375,0.375,0.125,0.000,0.250,0.500
167108,10,1.800,1.000,1.000,0.100,0.500,0.200,0.000,0.000,0.300,0.100,0.000,1.800,0.200,0.500,0.400,0.100,0.000,0.300,0.400
167109,6,1.667,1.000,1.000,0.167,0.500,0.333,0.000,0.000,0.167,0.167,0.000,1.667,0.333,0.500,0.333,0.167,0.000,0.167,0.333
167110,6,1.500,1.000,1.000,0.333,0.500,0.500,0.000,0.000,0.000,0.000,0.000,1.500,0.500,0.500,0.333,0.333,0.000,0.000,0.167
167111,4,1.500,1.000,1.000,0.250,0.500,0.500,0.000,0.000,0.000,0.000,0.000,1.500,0.250,0.250,0.500,0.500,0.000,0.000,0.250
167112,4,1.500,1.000,1.000,0.250,0.500,0.500,0.000,0.000,0.000,0.000,0.000,1.500,0.250,0.250,0.500,0.500,0.000,0.000,0.250
167113,9,1.778,0.667,1.222,0.111,0.444,0.111,0.111,0.111,0.222,0.111,0.333,1.778,0.111,0.333,0.444,0.111,0.111,0.222,0.444
167114,8,1.625,0.750,1.000,0.125,0.375,0.125,0.000,0.000,0.250,0.125,0.000,1.625,0.125,0.375,0.375,0.125,0.000,0.250,0.500
167115,9,1.556,0.667,1.000,0.111,0.333,0.111,0.000,0.000,0.222,0.111,0.000,1.556,0.111,0.333,0.333,0.111,0.000,0.222,0.556
167116,9,1.556,0.667,1.000,0.111,0.333,0.111,0.000,0.000,0.222,0.111,0.000,1.556,0.111,0.333,0.333,0.111,0.000,0.222,0.556
167117,9,1.556,0.667,1.000,0.111,0.333,0.111,0.000,0.000,0.222,0.111,0.000,1.556,0.111,0.333,0.333,0.111,0.000,0.222,0.556
167118,10,1.500,0.600,1.000,0.100,0.300,0.100,0.000,0.000,0.200,0.100,0.000,1.500,0.100,0.300,0.300,0.100,0.000,0.200,0.600
167119,10,1.500,0.600,1.000,0.100,0.300,0.100,0.000,0.000,0.200,0.100,0.000,1.500,0.100,0.300,0.300,0.100,0.000,0.200,0.600
167120,10,1.500,0.600,1.000,0.100,0.300,0.100,0.000,0.000,0.200,0.100,0.000,1.500,0.100,0.300,0.300,0.100,0.000,0.200,0.600
167121,9,1.556,0.667,1.000,0.000,0.333,0.111,0.000,0.000,0.222,0.111,0.000,1.556,0.000,0.222,0.333,0.111,0.000,0.222,0.667
167122,8,1.375,0.500,1.000,0.000,0.250,0.125,0.000,0.000,0.125,0.125,0.000,1.375,0.000,0.125,0.250,0.125,0.000,0.125,0.750
167123,13,1.385,0.615,1.154,0.231,0.385,0.077,0.077,0.077,0.077,0.077,0.231,1.385,0.077,0.308,0.385,0.077,0.077,0.077,0.538
167124,11,1.273,0.727,1.000,0.273,0.364,0.091,0.000,0.000,0.091,0.091,0.000,1.273,0.091,0.364,0.364,0.091,0.000,0.091,0.545
167125,11,1.273,0.727,1.000,0.273,0.364,0.091,0.000,0.000,0.091,0.091,0.000,1.273,0.091,0.364,0.364,0.091,0.000,0.091,0.545
167126,11,1.273,0.727,1.000,0.273,0.364,0.091,0.000,0.000,0.091,0.091,0.000,1.273,0.091,0.364,0.364,0.091,0.000,0.091,0.545
167127,10,1.100,0.600,1.000,0.300,0.300,0.100,0.000,0.000,0.000,0.100,0.000,1.100,0.100,0.300,0.300,0.100,0.000,0.000,0.600
167128,11,1.091,0.727,1.000,0.364,0.364,0.091,0.000,0.000,0.000,0.091,0.000,1.091,0.091,0.364,0.364,0.091,0.000,0.091,0.545
167129,12,1.250,0.667,1.000,0.250,0.333,0.083,0.000,0.000,0.083,0.083,0.000,1.250,0.083,0.333,0.333,0.083,0.000,0.083,0.583
167130,9,1.111,0.667,1.000,0.333,0.333,0.111,0.000,0.000,0.000,0.111,0.000,1.111,0.111,0.333,0.333,0.111,0.000,0.000,0.556
167131,6,1.000,0.333,1.000,0.167,0.167,0.000,0.000,0.000,0.000,0.167,0.000,1.000,0.000,0.167,0.167,0.000,0.000,0.000,0.833
167132,6,1.000,0.333,1.000,0.167,0.167,0.000,0.000,0.000,0.000,0.167,0.000,1.000,0.000,0.167,0.167,0.000,0.000,0.000,0.833
167133,10,1.100,0.600,1.000,0.300,0.300,0.100,0.000,0.000,0.000,0.100,0.000,1.100,0.200,0.300,0.200,0.100,0.000,0.000,0.600
167134,9,1.111,0.444,1.000,0.222,0.222,0.111,0.000,0.000,0.000,0.111,0.000,1.111,0.111,0.222,0.222,0.111,0.000,0.000,0.667
167135,7,1.429,0.857,1.000,0.143,0.429,0.143,0.000,0.000,0.143,0.143,0.000,1.429,0.000,0.286,0.429,0.143,0.000,0.143,0.571
167136,9,1.333,0.889,1.000,0.333,0.444,0.111,0.000,0.000,0.111,0.111,0.000,1.333,0.111,0.444,0.444,0.111,0.000,0.222,0.444
167137,8,1.375,1.000,1.000,0.250,0.500,0.125,0.000,0.000,0.125,0.125,0.000,1.375,0.000,0.375,0.500,0.125,0.000,0.250,0.500
167138,7,1.429,0.857,1.000,0.143,0.429,0.143,0.000,0.000,0.143,0.143,0.000,1.429,0.000,0.286,0.429,0.143,0.000,0.286,0.571
167139,6,1.500,1.000,1.000,0.167,0.500,0.167,0.000,0.000,0.167,0.167,0.000,1.500,0.000,0.333,0.500,0.167,0.000,0.333,0.500
167140,4,1.250,1.000,1.000,0.250,0.500,0.250,0.000,0.000,0.000,0.250,0.000,1.250,0.000,0.250,0.500,0.250,0.000,0.250,0.500
167141,4,1.250,1.000,1.000,0.250,0.500,0.250,0.000,0.000,0.000,0.250,0.000,1.250,0.000,0.250,0.500,0.250,0.000,0.250,0.500
167142,4,1.250,1.000,1.000,0.250,0.500,0.250,0.000,0.000,0.000,0.250,0.000,1.250,0.000,0.250,0.500,0.250,0.000,0.250,0.500
167143,4,1.250,1.000,1.000,0.250,0.500,0.250,0.000,0.000,0.000,0.250,0.000,1.250,0.000,0.250,0.500,0.250,0.000,0.250,0.500
167144,4,1.250,1.000,1.000,0.250,0.500,0.250,0.000,0.000,0.000,0.250,0.000,1.250,0.000,0.250,0.500,0.250,0.000,0.250,0.500
167805,6,2.167,1.333,1.000,0.000,0.667,0.333,0.000,0.000,0.333,0.167,0.000,2.000,0.167,0.333,0.500,0.333,0.000,0.167,0.333
167806,7,2.143,1.429,1.000,0.000,0.714,0.571,0.000,0.000,0.143,0.143,0.000,2.000,0.143,0.143,0.571,0.571,0.000,0.000,0.286
167807,8,2.000,1.250,1.000,0.000,0.625,0.500,0.000,0.000,0.125,0.125,0.000,1.875,0.125,0.125,0.500,0.500,0.000,0.000,0.375
167808,7,1.857,1.143,1.000,0.000,0.571,0.429,0.000,0.000,0.143,0.143,0.000,1.714,0.143,0.143,0.429,0.429,0.000,0.000,0.429
167811,7,1.857,1.143,1.000,0.000,0.571,0.571,0.000,0.000,0.000,0.143,0.000,1.714,0.000,0.000,0.571,0.571,0.000,0.000,0.429
167812,8,2.000,1.250,1.000,0.000,0.625,0.500,0.000,0.000,0.125,0.125,0.000,1.875,0.125,0.125,0.500,0.500,0.000,0.000,0.375
167813,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167814,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167815,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167816,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167817,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167818,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167819,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167820,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167821,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167822,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167823,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167824,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167825,10,2.000,1.200,1.000,0.000,0.600,0.400,0.000,0.000,0.200,0.100,0.000,1.900,0.100,0.200,0.500,0.400,0.000,0.100,0.400
167826,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167827,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167828,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167829,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
167830,8,2.000,1.250,1.000,0.000,0.625,0.500,0.000,0.000,0.125,0.125,0.000,1.875,0.000,0.125,0.625,0.500,0.000,0.125,0.375
167831,7,1.857,1.143,1.000,0.000,0.571,0.571,0.000,0.000,0.000,0.143,0.000,1.714,0.000,0.000,0.571,0.571,0.000,0.000,0.429
167832,7,1.857,1.143,1.000,0.000,0.571,0.571,0.000,0.000,0.000,0.143,0.000,1.714,0.000,0.000,0.571,0.571,0.000,0.000,0.429
167833,7,1.857,1.143,1.000,0.000,0.571,0.571,0.000,0.000,0.000,0.143,0.000,1.714,0.000,0.000,0.571,0.571,0.000,0.000,0.429
167834,7,1.857,1.143,1.000,0.000,0.571,0.571,0.000,0.000,0.000,0.143,0.000,1.714,0.000,0.000,0.571,0.571,0.000,0.000,0.429
167835,7,1.857,1.143,1.000,0.000,0.571,0.571,0.000,0.000,0.000,0.143,0.000,1.714,0.000,0.000,0.571,0.571,0.000,0.000,0.429
167836,7,1.857,1.143,1.000,0.000,0.571,0.571,0.000,0.000,0.000,0.143,0.000,1.714,0.000,0.000,0.571,0.571,0.000,0.000,0.429
167837,9,2.111,1.111,1.222,0.000,0.667,0.444,0.111,0.111,0.111,0.111,0.333,2.000,0.111,0.111,0.556,0.444,0.111,0.000,0.333
167838,8,2.000,1.250,1.000,0.000,0.625,0.500,0.000,0.000,0.125,0.125,0.000,1.875,0.125,0.125,0.500,0.500,0.000,0.000,0.375
167839,8,2.000,1.250,1.000,0.000,0.625,0.500,0.000,0.000,0.125,0.125,0.000,1.875,0.125,0.125,0.500,0.500,0.000,0.000,0.375
167851,6,1.167,0.333,1.000,0.167,0.167,0.167,0.000,0.000,0.000,0.167,0.000,1.167,0.167,0.167,0.167,0.167,0.000,0.000,0.667
167852,8,1.625,0.500,1.250,0.125,0.375,0.125,0.125,0.125,0.125,0.125,0.375,1.625,0.125,0.250,0.375,0.125,0.125,0.125,0.500
167853,8,1.625,0.750,1.000,0.125,0.375,0.125,0.000,0.000,0.250,0.125,0.000,1.625,0.125,0.375,0.375,0.125,0.000,0.250,0.500
167854,9,1.778,0.667,1.222,0.111,0.444,0.111,0.111,0.111,0.222,0.111,0.333,1.778,0.111,0.333,0.444,0.111,0.111,0.222,0.444
167855,9,1.667,0.889,1.000,0.111,0.444,0.222,0.000,0.000,0.222,0.111,0.000,1.667,0.222,0.444,0.333,0.111,0.000,0.222,0.444
167856,6,1.500,1.000,1.000,0.333,0.500,0.500,0.000,0.000,0.000,0.000,0.000,1.500,0.500,0.500,0.333,0.333,0.000,0.000,0.167
167857,4,1.500,1.000,1.000,0.250,0.500,0.500,0.000,0.000,0.000,0.000,0.000,1.500,0.250,0.250,0.500,0.500,0.000,0.000,0.250
167858,5,1.400,0.800,1.000,0.200,0.400,0.400,0.000,0.000,0.000,0.200,0.000,1.400,0.400,0.400,0.200,0.200,0.000,0.000,0.400
167859,5,1.600,0.400,1.400,0.200,0.400,0.200,0.200,0.200,0.000,0.000,0.600,1.600,0.200,0.200,0.400,0.200,0.200,0.000,0.400
167860,9,1.778,0.667,1.222,0.111,0.444,0.111,0.111,0.111,0.222,0.111,0.333,1.778,0.111,0.333,0.444,0.111,0.111,0.222,0.444
167861,9,1.556,0.667,1.000,0.111,0.333,0.111,0.000,0.000,0.222,0.111,0.000,1.556,0.111,0.333,0.333,0.111,0.000,0.222,0.556
167862,9,1.556,0.667,1.000,0.111,0.333,0.111,0.000,0.000,0.222,0.111,0.000,1.556,0.111,0.333,0.333,0.111,0.000,0.222,0.556
167863,9,1.556,0.667,1.000,0.111,0.333,0.111,0.000,0.000,0.222,0.111,0.000,1.556,0.111,0.333,0.333,0.111,0.000,0.222,0.556
167864,9,1.556,0.667,1.000,0.111,0.333,0.111,0.000,0.000,0.222,0.111,0.000,1.556,0.111,0.333,0.333,0.111,0.000,0.222,0.556
167865,10,1.500,0.600,1.000,0.100,0.300,0.100,0.000,0.000,0.200,0.100,0.000,1.500,0.100,0.300,0.300,0.100,0.000,0.200,0.600
167866,10,1.500,0.600,1.000,0.100,0.300,0.100,0.000,0.000,0.200,0.100,0.000,1.500,0.100,0.300,0.300,0.100,0.000,0.200,0.600
167867,10,1.500,0.600,1.000,0.100,0.300,0.100,0.000,0.000,0.200,0.100,0.000,1.500,0.100,0.300,0.300,0.100,0.000,0.200,0.600
167868,9,1.333,0.444,1.000,0.111,0.222,0.111,0.000,0.000,0.111,0.111,0.000,1.333,0.111,0.222,0.222,0.111,0.000,0.111,0.667
167869,12,1.250,0.667,1.000,0.250,0.333,0.083,0.000,0.000,0.083,0.083,0.000,1.250,0.083,0.333,0.333,0.083,0.000,0.083,0.583
167870,13,1.385,0.615,1.154,0.231,0.385,0.077,0.077,0.077,0.077,0.077,0.231,1.385,0.077,0.308,0.385,0.077,0.077,0.077,0.538
167871,12,1.250,0.833,1.000,0.333,0.417,0.083,0.000,0.000,0.083,0.083,0.000,1.250,0.083,0.417,0.417,0.083,0.000,0.167,0.500
167872,11,1.273,0.727,1.000,0.273,0.364,0.091,0.000,0.000,0.091,0.091,0.000,1.273,0.091,0.364,0.364,0.091,0.000,0.091,0.545
167873,11,1.091,0.727,1.000,0.364,0.364,0.091,0.000,0.000,0.000,0.091,0.000,1.091,0.091,0.364,0.364,0.091,0.000,0.091,0.545
167874,11,1.091,0.727,1.000,0.364,0.364,0.091,0.000,0.000,0.000,0.091,0.000,1.091,0.091,0.364,0.364,0.091,0.000,0.091,0.545
167875,12,1.250,0.833,1.000,0.333,0.417,0.083,0.000,0.000,0.083,0.083,0.000,1.250,0.083,0.417,0.417,0.083,0.000,0.167,0.500
167876,12,1.250,0.833,1.000,0.333,0.417,0.083,0.000,0.000,0.083,0.083,0.000,1.250,0.083,0.417,0.417,0.083,0.000,0.167,0.500
167877,11,1.091,0.727,1.000,0.364,0.364,0.091,0.000,0.000,0.000,0.091,0.000,1.091,0.091,0.364,0.364,0.091,0.000,0.091,0.545
167878,5,1.000,0.400,1.000,0.200,0.200,0.000,0.000,0.000,0.000,0.200,0.000,1.000,0.000,0.200,0.200,0.000,0.000,0.200,0.800
167879,5,1.000,0.400,1.000,0.200,0.200,0.000,0.000,0.000,0.000,0.200,0.000,1.000,0.000,0.200,0.200,0.000,0.000,0.000,0.800
167880,4,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
167881,8,1.125,0.500,1.000,0.125,0.250,0.125,0.000,0.000,0.000,0.125,0.000,1.125,0.000,0.125,0.250,0.125,0.000,0.000,0.750
167882,8,1.125,0.500,1.000,0.125,0.250,0.125,0.000,0.000,0.000,0.125,0.000,1.125,0.000,0.125,0.250,0.125,0.000,0.000,0.750
167888,4,1.250,1.000,1.000,0.250,0.500,0.250,0.000,0.000,0.000,0.250,0.000,1.250,0.000,0.250,0.500,0.250,0.000,0.250,0.500
168555,8,2.000,1.250,1.000,0.000,0.625,0.500,0.000,0.000,0.125,0.125,0.000,1.875,0.125,0.125,0.500,0.500,0.000,0.000,0.375
168560,7,1.857,1.143,1.000,0.000,0.571,0.571,0.000,0.000,0.000,0.143,0.000,1.714,0.000,0.000,0.571,0.571,0.000,0.000,0.429
168561,8,2.000,1.250,1.000,0.000,0.625,0.500,0.000,0.000,0.125,0.125,0.000,1.875,0.125,0.125,0.500,0.500,0.000,0.000,0.375
168562,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
168563,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
168564,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
168565,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
168566,9,2.111,1.333,1.000,0.000,0.667,0.444,0.000,0.000,0.222,0.111,0.000,2.000,0.111,0.222,0.556,0.444,0.000,0.111,0.333
